genres,title,item_id,anio_lanzamiento
"action,adventure",Middle-earth: Shadow of Mordor - Hidden Blade Rune,313373,2014
"indie,rpg,strategy",Sneaky Sneaky - Official Soundtrack,333320,2014
"action,casual,indie,racing,simulation",OCEAN CITY RACING: Redux,311400,2016
"adventure,casual,racing",StuntMANIA Reloaded,324750,2014
"action,indie",Miko Gakkou: Second Year,331290,2014
"action,simulation,sports,strategy",Cinemaware Anthology: 1986-1991,326590,2014
"action,indie",The Sun and Moon,321560,2014
strategy,Defenders of Time Demo,326440,2014
"action,adventure,indie",Onikira - Bonus Contents,330511,2014
"action,adventure,indie",Onikira - Soundtrack,330510,2014
strategy,Frozen Synapse Prime,328600,2014
strategy,Frozen Synapse Prime - Soundtrack,332340,2014
"indie,rpg",Lords of Xulima - The Talisman of Golot,298880,2014
"adventure,indie,simulation",This War of Mine,282070,2014
"adventure,indie,rpg",Lords of Xulima - Special Digital Rewards,319290,2014
rpg,Lords of Xulima,296570,2014
"action,strategy",Bloons TD 5,306020,2014
"action,indie,massively multiplayer,early access",Voice of Pripyat,269530,2014
"adventure,casual,free to play,indie",Everlasting Summer,331470,2014
"action,adventure,rpg",FATE: The Cursed King,303690,2014
"free to play,racing,simulation,sports",RaceRoom - DTM Experience 2014,331800,2014
"simulation,sports,strategy",Basketball Pro Management 2015,310880,2014
simulation,Train Simulator: BR 9F Loco Add-On,222631,2014
simulation,X-Plane 10 AddOn - Carenado - V35 Bonanza,325137,2014
"indie,rpg",Shadows: Heretic Kingdoms,256030,2014
"action,adventure,strategy",Antisquad - Skirmishes DLC,332130,2014
strategy,Total War: ROME II -  Black Sea Colonies Culture Pack,297831,2014
"animation &amp,modeling,video production",FaceRig Team Fortress 2 Avatars DLC,334330,2014
indie,Cherry Tree High I! My! Girls!,333220,2014
"action,casual,indie",The Marvellous Miss Take,327310,2014
simulation,European Fishing,310640,2014
"casual,indie,simulation",Goat Simulator: MMO Simulator,331380,2014
"action,adventure,casual,indie",Robotex,330350,2014
"animation &amp,modeling,design &amp,illustration,utilities",Spriter Pro,332360,2014
"action,indie",QP Shooting - Dangerous!!,316600,2014
"action,casual,indie,strategy",Roaming Fortress,323000,2014
"adventure,casual,indie",The Dream Machine: Chapter 5,330260,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Dark Hero Character Pack,330650,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Old School Modern 2 Resource Pack,329820,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Tales of the Far East,329821,2014
"action,indie,racing,simulation,early access",Homebrew - Vehicle Sandbox,325420,2014
"adventure,indie,rpg",Whisper of a Rose,326730,2014
"casual,indie",Crab Cakes Rescue,328680,2014
"action,adventure",LEGO Batman 3: Beyond Gotham DLC: Dark Knight,327172,2014
simulation,Train Simulator: South London Network Route Add-On,222638,2014
"adventure,indie",Darkness Within 1: In Pursuit of Loath Nolder,298930,2009
"action,indie",Phoenix Force,332480,2014
"action,adventure,indie,massively multiplayer,rpg,early access",Boundless,324510,2014
strategy,Hell,312420,2014
"action,adventure,indie,massively multiplayer,rpg",Boundless - Adventurer Edition,331130,2014
"action,rpg",PAYDAY 2: Gage Historical Pack,331900,2014
"action,indie,simulation,early access",Ensign-1,312310,2014
"adventure,indie",Gold Rush! Anniversary Special Edition Upgrade,328690,2014
"casual,indie,strategy",Khet 2.0 - Eye of Horus Beam Splitter,327610,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Community Resource Pack,329823,2014
strategy,Making History: The Great War Demo,332470,2014
"action,indie,rpg,simulation,early access",Dragon: The Game,305960,2014
"adventure,casual,indie,rpg",Millennium 5 - The Battle of the Millennium,298850,2014
"casual,indie,simulation,sports,strategy",Pool Nation - Unlock Assets Pack,272090,2014
"casual,indie,simulation,sports,strategy",Pool Nation - Pack of Pipes,328280,2014
"casual,indie,simulation,sports,strategy",Pool Nation - Skate Pack,272084,2014
"casual,indie,simulation,sports,strategy",Pool Nation - Flair Pack,285730,2014
"casual,indie,simulation,sports,strategy",Pool Nation - Sports Pack,328290,2014
"casual,indie,simulation,sports,strategy",Pool Nation - Ramp Pack,272083,2014
strategy,Magic 2015 - Garruk's Revenge Expansion,265140,2014
strategy,Collection Unlock—Battle Boosters,326210,2014
indie,Chuck's Challenge 3D: Soundtrack &amp; DLC,286991,2014
"casual,free to play,indie,massively multiplayer,rpg",Eldevin,298160,2014
"massively multiplayer,rpg",FINAL FANTASY XIV Online Free Trial,312060,2013
simulation,X-Plane 10 AddOn - Carenado - F33A Bonanza,325139,2014
"casual,free to play,indie,massively multiplayer,rpg",Eldevin : Deluxe Pack,315050,2014
"indie,strategy",Desert Ashes,324420,2014
"action,adventure,indie",Magnetic By Nature,296510,2014
"indie,simulation",aerofly RC 7,322930,2014
"action,adventure,indie",Magnetic by Nature OST: Extended Edition,332030,2014
indie,Five Nights at Freddy's 2,332800,2014
"action,adventure,indie,rpg",Elliot Quest,293440,2014
"action,adventure",Assassin's Creed® Unity,289650,2014
"action,rpg,strategy",Valkyria Chronicles™,294860,2014
"adventure,indie",Leona's Tricky Adventures,305880,2014
"casual,free to play,indie",Get Off My Lawn!,260410,2014
"action,rpg",Handsome Jack Doppelganger Pack,275690,2014
"action,adventure,indie,racing",Retro City Rampage™ DX,204630,2014
"action,adventure",LEGO® Batman™3: Beyond Gotham,313690,2014
indie,Over The Void,330470,2014
"casual,simulation",Rocksmith® 2014 – Tom Petty and the Heartbreakers - “American Girl”,295047,2014
"casual,simulation",Rocksmith® 2014 – Tom Petty and the Heartbreakers - “Refugee”,295046,2014
"casual,simulation",Rocksmith® 2014 – Tom Petty - “Free Fallin’”,295048,2014
"casual,simulation",Rocksmith® 2014 – Tom Petty - “I Won’t Back Down”,295049,2014
"casual,simulation",Rocksmith® 2014 – Tom Petty and the Heartbreakers - “Learning to Fly”,295045,2014
"indie,simulation",aerofly RC 7 Professional Edition,328170,2014
"indie,rpg",Knights of Pen and Paper - Haunted Fall,324250,2014
"indie,simulation",aerofly RC 7 Ultimate Edition,328171,2014
"action,racing,sports",Quantum Rush Champions Original Soundtracks,330690,2014
"rpg,simulation,strategy",Tropico 5 - Joint Venture,306398,2014
"action,free to play,indie,massively multiplayer,rpg",Guns and Robots - Terminator Pack,331891,2014
"action,indie",FOTONICA,253290,2014
simulation,Train Simulator: Union Pacific FEF-3 Loco Add-On,277740,2014
"indie,rpg,strategy",Fantasy Grounds - C&amp;C: A1 Assault on Blacktooth Ridge,332000,2014
"indie,rpg,strategy",Fantasy Grounds - C&amp;C: A2 Slag Heap,332001,2014
"indie,rpg,strategy",Fantasy Grounds - C&amp;C: A3 The Wicked Cauldron,332010,2014
"indie,rpg,strategy",Fantasy Grounds - C&amp;C: A4 Usurpers of the Fell Axe,332011,2014
"indie,rpg,strategy",Fantasy Grounds - C&amp;C: A5 The Shattered Horn,332020,2014
simulation,World of Subways 1 – The Path,306370,2009
simulation,Logistics Company,328310,2014
"casual,indie,simulation,sports,strategy","Pool Nation - Cues, Balls and Decals Pack",272080,2014
"indie,strategy",SPACECOM Demo,329500,2014
"simulation,strategy","Europa Universalis IV: Guns, Drums and Steel Music Pack",327830,2014
"adventure,rpg,strategy",Icewind Dale: Enhanced Edition,321800,2014
"simulation,strategy",Europa Universalis IV: Catholic League Unit Pack,310033,2014
"simulation,strategy",Europa Universalis IV: Songs of War Music Pack,310034,2014
"simulation,strategy",Expansion - Europa Universalis IV: Art of War,310031,2014
"simulation,strategy",Europa Universalis IV: Evangelical Union Unit Pack,310032,2014
"indie,rpg,strategy",Fantasy Grounds - FATE Core Ruleset,331000,2014
"adventure,casual",Season Match 3 - Curse of the Witch Crow,320670,2010
indie,Koya Rift,328990,2011
indie,Zero Point,268710,2014
"action,adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC10 Reanimation-Before Death Pack,318710,2014
action,Alien: Isolation - Corporate Lockdown,282512,2014
"action,rpg",Soundtrack,327270,2014
"action,rpg",Lords of the Fallen™ Artbook,328820,2014
"action,rpg",Lords of the Fallen™ Map,328821,2014
"action,indie",Deep Eclipse: New Space Odyssey,326990,2014
"indie,rpg",Coin Crypt,264690,2013
"adventure,indie",The Detail,319970,2014
"action,rpg",Lords of the Fallen - Demonic Weapon Pack,317201,2014
"action,rpg",Lords of the Fallen - Lion Heart Pack,317208,2014
"action,rpg",Lords of the Fallen - Monk Decipher,317200,2014
"action,rpg",Lords of the Fallen - The Foundation Boost,317202,2014
"action,rpg",Lords of the Fallen - The Arcane Boost,317203,2014
"action,rpg",Lords Of The Fallen™,265300,2014
"casual,simulation",Rocksmith® 2014 – The Killers - “Mr. Brightside”,295035,2014
"adventure,indie,rpg",The Forest of Doom,270490,2014
"action,adventure,indie,rpg",Majestic Nights,284140,2014
"action,adventure,casual,indie,rpg",Hail to the King: Deathbat,327440,2014
"simulation,strategy",Buzz Aldrin's Space Program Manager,308270,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Halloween Tiles Resource Pack,330631,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Forest of the Necromancer Soundscapes,329822,2014
"action,indie,rpg",NS2: Combat,310110,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Underworld Soundscapes,330630,2014
"adventure,indie,rpg,simulation,strategy",Merchants of Kaidan Demo,331270,2014
"action,indie,strategy",Natural Selection 2 - Reaper Pack,310100,2014
"action,indie,massively multiplayer,early access",AXYOS,318100,2014
action,Call of Duty®: Advanced Warfare - Gold Edition,209650,2014
action,Pirate Hell Demo,328530,2014
"action,indie",Depth,274940,2014
"adventure,casual",Dark Arcana: The Carnival,284730,2012
"casual,simulation",Rocksmith® 2014 – The Killers - “When You Were Young”,295036,2014
"casual,simulation",Rocksmith® 2014 – The Killers - “Spaceman”,295038,2014
"casual,simulation",Rocksmith® 2014 – The Killers - “Somebody Told Me”,295037,2014
"casual,simulation",Rocksmith® 2014 – The Killers - “Runaways”,295039,2014
"action,adventure,free to play,simulation,sports",theHunter: Wayfarer Starter Pack,304000,2014
casual,Alcatraz Builder,326130,2014
"indie,simulation,strategy,early access",Rise to Ruins,328080,2014
"indie,simulation,strategy",Democracy 3: Clones and Drones,322000,2014
"action,free to play,indie,rpg,early access",Skara - The Blade Remains,274620,2017
"indie,simulation,strategy",Rise to Ruins - The Living Soundtrack!,328210,2014
"adventure,rpg",Mythos: The Beginning - Director's Cut,325320,2014
"adventure,indie,rpg",Tales of Maj'Eyal - Ashes of Urh'Rok,316910,2014
"adventure,indie,rpg,strategy",Dungeon of the Endless™,249050,2014
"adventure,indie,rpg,strategy",Dungeon of the Endless™ - Crystal Edition Upgrade,268080,2014
"action,adventure,indie,rpg,early access",Hardland,321980,2014
"adventure,indie",The Shopkeeper,324610,2014
"action,indie",Fabula Mortis,320790,2014
"action,free to play,indie",Double Action: Boogaloo,317360,2014
"action,indie",Kromaia,285980,2014
"action,indie,strategy",Prophour23 - Soundtrack,328790,2014
strategy,Sid Meier's Civilization®: Beyond Earth™,65980,2014
"indie,strategy",Organ Trail: Director's Cut - Soundtrack,328850,2014
"adventure,indie",Squishy the Suicidal Pig,318430,2014
indie,TesserAct Demo,329350,2014
strategy,Graviteam Tactics: Shield of the Prophet,326391,2014
"action,indie,rpg",Ziggurat,308420,2014
indie,TesserAct - Official Soundtrack,329360,2014
"action,casual",Cooking Academy Fire and Knives,322040,2014
"action,adventure,indie",Snow Light,329480,2014
"animation &amp,modeling,video production",FaceRig Halloween Avatars 2014,326810,2014
"action,adventure,indie,early access",Tile Miner,329310,2014
"action,casual,indie",Vanguard Princess Lilith,329150,2014
"free to play,indie,rpg",Battlegrounds of Eldhelm,329020,2014
"action,indie,strategy",Prophour23,317610,2014
"adventure,indie,rpg,simulation",Data Hacker: Corruption,329000,2014
"casual,indie",Moonlight Minions,311170,2014
"indie,simulation",Meadowland,320120,2014
adventure,Paper Monsters Recut,314540,2014
"indie,rpg,strategy",Talisman - The Dungeon Expansion,267775,2014
simulation,Train Simulator: DB BR 442 'Talent 2' EMU Add-On,258656,2014
strategy,Fat Chicken - OST by Jason Graves,326250,2014
"action,indie,rpg",Paranautical Activity: Deluxe Atonement Edition,250580,2013
action,One Shot Escape DLC,289733,2014
action,Barricade! DLC,289734,2014
"adventure,casual,indie",Sinister City,326180,2014
"audio production,utilities",Text-to-VoIP Plugin,281102,2014
"action,indie,simulation,strategy",Door Kickers,248610,2014
"action,casual,indie,racing,sports",SpeedRunners - Youtuber Pack 2,317490,2014
"action,casual,indie,racing,sports",SpeedRunners - Youtuber Pack 1,317480,2014
adventure,Gabriel Knight - Sins of the Fathers Demo,318170,2014
utilities,WorldCreator,314730,2014
"casual,indie",Poltergeist: A Pixelated Horror,323700,2014
strategy,Warlock 2: Wrath of the Nagas,306150,2014
"indie,rpg,strategy",Jagged Alliance Flashback,256010,2014
"action,adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC9 Variety Pack 3,316060,2014
strategy,"Warlock 2: The Good, the Bad, &amp; the Muddy",320721,2014
strategy,Warlock 2: Spectacular Spell Pack,320750,2014
"action,adventure",Middle-earth: Shadow of Mordor - Power of Shadow,322060,2014
"action,adventure",Sniper Elite 3 - U.S. Camouflage Rifles Pack,326430,2014
strategy,Warlock 2: Three Mighty Mages,320730,2014
"action,simulation",Wings! Remastered Edition,320840,2014
"indie,rpg",Thieves' Gambit: The Curse of the Black Cat,328550,2014
rpg,Pier Solar - The Definitive Original Soundtrack,328200,2011
"indie,rpg",Thieves' Gambit: Curse of the Black Cat Demo,328560,2014
"indie,rpg",DarkEnd,292370,2014
"action,indie",DeadCore,284460,2014
"indie,simulation,strategy",Supreme Ruler Ultimate,314980,2014
"indie,massively multiplayer,rpg",Perpetuum,223410,2014
"casual,indie",Secret of the Magic Crystals - Dress Up,321421,2014
"casual,simulation",Rocksmith® 2014 – The White Stripes - “Fell in Love with a Girl”,295025,2014
"casual,simulation",Rocksmith® 2014 – The White Stripes - “Blue Orchid”,295028,2014
"casual,simulation",Rocksmith® 2014 – The White Stripes - “Seven Nation Army”,295024,2014
"casual,simulation",Rocksmith® 2014 – The White Stripes - “You Don’t Know What Love Is (You Just Do As You’re Told)”,295027,2014
"casual,simulation",Rocksmith® 2014 – The White Stripes - “The Hardest Button to Button”,295026,2014
"casual,simulation",Rocksmith® 2014 – The White Stripes Song Pack,295029,2014
"indie,strategy",Eufloria HD Original Soundtrack,327040,2014
"indie,strategy",Eufloria HD,221180,2014
simulation,DIG IT! - A Digger Simulator,311910,2014
simulation,OMSI 2 Add-on Vienna,313420,2014
simulation,X-Plane 10 AddOn - Carenado - C152 II,325142,2014
adventure,Gabriel Knight: Sins of the Fathers 20th Anniversary Edition,262000,2014
"casual,indie,early access",Blob From Space,315070,2014
"adventure,indie,rpg",Legend of Grimrock 2,251730,2014
"casual,indie",May’s Mysteries: The Secret of Dragonville,327650,2012
"action,adventure,indie",Slender: The Arrival Soundtrack,324720,2014
"action,adventure,indie,rpg,early access",Salt,327860,2014
"action,adventure,free to play,indie,rpg",Salt Demo,327870,2014
"free to play,rpg,strategy",Pox Nora,201210,2014
"indie,strategy",100% Orange Juice - Syura &amp; Nanako Character Pack,327340,2014
"action,adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC8 Variety Pack 2,301897,2014
"rpg,simulation,strategy",Expansion - Crusader Kings II: Charlemagne,292982,2014
"rpg,simulation,strategy",Crusader Kings II: Early Eastern Clothing Pack,292984,2014
"rpg,simulation,strategy",Crusader Kings II: Early Western Clothing Pack,292983,2014
"action,rpg",Borderlands: The Pre-Sequel,261640,2014
"rpg,simulation,strategy",E-book - Crusader Kings II: The Song of Roland,326530,2014
"adventure,indie",Bik - A Space Adventure,325160,2014
"rpg,simulation,strategy",Crusader Kings II: Dynasty Shields Charlemagne,292985,2014
"adventure,indie",Bik - Soundtrack,326290,2014
"action,adventure,indie",Betrayer Demo,300650,2014
"action,adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC7 Variety Pack 1,301896,2014
"casual,simulation",Rocksmith® 2014 – Audioslave - “I Am The Highway”,295018,2014
"casual,simulation",Rocksmith® 2014 – Audioslave - “Cochise”,295021,2014
"casual,simulation",Rocksmith® 2014 – Audioslave - “Be Yourself”,295019,2014
"casual,simulation",Rocksmith® 2014 – Audioslave - “Like a Stone”,295020,2014
"casual,simulation",Rocksmith® 2014 – Audioslave Song Pack,295023,2014
"casual,simulation",Rocksmith® 2014 – Audioslave - “Show Me How to Live”,295022,2014
"action,adventure,racing",Sleeping Dogs: Definitive Edition,307690,2014
"casual,free to play,indie,massively multiplayer,strategy",My Lands: Builder - Artifact DLC Pack,326691,2014
"casual,free to play,indie,massively multiplayer,strategy",My Lands: Highlander - Artifact DLC Pack,326690,2014
"indie,strategy",War on Folvos Demo,326800,2006
"action,indie",Ultratron Soundtrack,325570,2014
"action,adventure,casual,indie",Last Knight: Rogue Rider Edition,262210,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Evil Castle Tiles Pack,325500,2014
"action,indie",A.R.E.S. Extinction Agenda EX,315340,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Tarot Battlers,325501,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Inspirational Vol. 3,325503,2014
"indie,strategy,early access",Warring States,282680,2014
"casual,indie",Monomino,303710,2014
adventure,Damned,251170,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Gyrowolf's Galactic Music Pack,325502,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Luna Engine,325504,2014
"action,adventure",Disney Epic Mickey 2:  The Power of Two,245300,2012
"action,adventure",Disney Planes,286880,2013
"action,adventure,racing",Disney•Pixar Cars 2: The Video Game,301760,2011
action,Alien: Isolation,214490,2014
"action,adventure",Disney•Pixar Brave: The Video Game,301830,2012
"action,adventure",Disney•Pixar Toy Story 3: The Video Game,300820,2011
action,Alien: Isolation - Crew Expendable,282511,2014
simulation,Train Simulator: DB BR 103 TEE Loco Add-On,277741,2014
simulation,Train Simulator: GWR Class 14XX Loco Add-On,277745,2014
"action,adventure",Pirates of the Caribbean: At World's End,301980,2007
"action,indie",Giana Sisters: Twisted Dreams - Original Soundtrack,326370,2014
rpg,FINAL FANTASY® XIII,292120,2014
"adventure,indie",TRI Original Soundtrack + Artbook,323730,2014
"adventure,indie",TRI: Of Friendship and Madness,293660,2014
"adventure,indie",A Golden Wake,307570,2014
"casual,strategy",Crazy Machines 2: Pirates,323390,2014
"action,adventure,indie",Schein Demo,321930,2014
"action,adventure,indie",Schein,321920,2014
simulation,X-Plane 10 AddOn - Carenado - PA32R 301 Saratoga SP,325143,2014
action,Ryse: Son of Rome,302510,2014
casual,Save the Furries,325110,2012
"massively multiplayer,rpg,strategy",UFO Online: Fight for Earth,298300,2014
"indie,simulation",Euro Truck Simulator 2 - French Paint Jobs Pack,318510,2014
"indie,rpg",Boot Hill Heroes,313470,2014
utilities,ShaderTool,314720,2014
"action,racing",Split/Second,297860,2010
"action,adventure",Disney's Tangled,318950,2010
"action,adventure",Disney TRON: Evolution,315440,2010
"action,adventure",Disney Alice in Wonderland,316030,2010
adventure,Disney The Princess and the Frog,318740,2009
"action,adventure",LEGO® Pirates of the Caribbean: The Video Game,311770,2011
"action,adventure",Disney Universe,316260,2011
casual,Moorhuhn / Crazy Chicken Tales,318660,2010
"animation &amp,modeling,design &amp,illustration,photo editing",Substance B2M3,325910,2014
"animation &amp,modeling,design &amp,illustration,photo editing",Bitmap2Material 3 Professional Upgrade,326050,2014
"action,rpg",PAYDAY 2: Hotline Miami,323500,2014
"action,casual,indie,early access",Cavern Kings,321830,2014
"action,adventure",Watch_Dogs - Bad Blood,293061,2014
"action,indie",Skullgirls: Eliza,245176,2014
utilities,CardFile3D,272300,2014
simulation,X-Plane 10 AddOn - Carenado - M20J 201,325144,2014
"casual,indie,strategy",Khet 2.0,312720,2014
"casual,simulation",Rocksmith® 2014 – Shinedown - “Enemies”,295006,2014
"casual,simulation",Rocksmith® 2014 – Shinedown - “Second Chance”,295007,2014
"casual,simulation",Rocksmith® 2014 – Shinedown - “Sound of Madness”,295010,2014
"casual,simulation",Rocksmith® 2014 – Shinedown Song Pack,295011,2014
"action,adventure,rpg",Gauntlet™ Slayer Edition,258970,2014
"action,adventure",Schrödinger’s Cat And The Raiders Of The Lost Quark,295490,2014
casual,Runaway Express Mystery,299020,2014
"indie,rpg",Fantasy Grounds - Sundered Skies #1 The Ice Tower,325040,2014
"indie,rpg",Fantasy Grounds - Sundered Skies #2 Fate of the Summoner,325041,2014
"indie,rpg",Fantasy Grounds - Sundered Skies #3 Blade of Destiny,325042,2014
"indie,rpg",Fantasy Grounds - Sundered Skies #4 Mindthief,325043,2014
"indie,rpg",Fantasy Grounds - Sundered Skies Tokens,325044,2014
"casual,simulation,strategy",TransOcean: The Shipping Company,289930,2014
action,Red Orchestra 2/Rising Storm Beta Community Maps,324850,2014
action,Red Orchestra 2/Rising Storm Alpha Community Maps,324830,2014
"action,adventure",NARUTO SHIPPUDEN: Ultimate Ninja STORM Revolution - DLC3 Summer Cloth Pack,301892,2014
action,Raiden III Digital Edition,315670,2014
"indie,rpg,strategy",Steam Marines,253630,2013
simulation,X-Plane 10 AddOn - Aerosoft - Airport Dusseldorf,316290,2014
"action,indie,rpg",Moorhuhn: Tiger and Chicken,321940,2016
"action,casual",Beyond Gravity,317510,2014
"adventure,indie",Caffeine Demo,324490,2014
"action,adventure,indie",Fenix Rage,294460,2014
"casual,indie,rpg,strategy",Sword of the Stars: The Pit - Juggernaut,323560,2014
"action,adventure,indie,rpg",Van Helsing II: Pigasus,324290,2014
"indie,strategy",Ground Pounders: Tarka DLC,323570,2014
"simulation,strategy",911: First Responders®,323610,2006
simulation,Roadside Assistance Simulator,302440,2014
casual,SolidFace Pro 2015 Demo,321020,2014
"adventure,indie",The Vanishing of Ethan Carter - Collector's Edition Upgrade,319930,2014
"adventure,indie",The Vanishing of Ethan Carter,258520,2014
"action,adventure,indie",Kraven Manor,296630,2014
simulation,Dandelion - Wishes brought to you -,321290,2012
"simulation,strategy",Command: Modern Air / Naval Operations WOTY,321410,2014
"action,rpg,simulation",Starpoint Gemini 2,236150,2014
"action,adventure,indie",Neverending Nightmares,253330,2014
"action,adventure,indie,rpg",TinyKeep,278620,2014
"action,casual,indie,sports",STARWHAL,263020,2014
"action,adventure,indie",Outland,305050,2014
"action,indie",Dino D-Day: Last Stand DLC,311660,2014
"adventure,indie",Shadow Puppeteer,316480,2014
rpg,Pier Solar and the Great Architects Demo,321630,2014
"action,adventure",Middle-earth: Shadow of Mordor - HD Content,311670,2014
action,Half-Life Soundtrack,323130,2014
"action,adventure",Portal Soundtrack,323170,2014
"action,adventure",Portal 2 Soundtrack,323180,2014
action,Half-Life 2 Soundtrack,323140,2014
action,Half-Life 2: Episode Two Soundtrack,323160,2014
free to play,Free to Play Soundtrack,323120,2014
action,Half-Life 2: Episode One Soundtrack,323150,2014
"rpg,simulation,strategy",Tropico 5 - Mad World,306393,2014
"simulation,strategy",Pandora: Eclipse of Nashira,312380,2014
"action,indie",6180 the moon,299660,2014
"action,adventure,indie,rpg",Magicmaker Demo,324460,2014
action,The Stalin Subway,311140,2006
"adventure,casual,indie",Melissa K. and the Heart of Gold Collector's Edition,321150,2014
"indie,rpg",Fantasy Grounds - Deadlands Reloaded: Blood Drive 2,324590,2014
"adventure,casual,indie,rpg",Millennium 4 - Beyond Sunset,298840,2014
"casual,free to play,indie,massively multiplayer,strategy",My Lands: Swift Rise - Extended DLC Pack,316520,2014
"casual,free to play,indie,massively multiplayer,strategy",My Lands: Swift Rise - Starter DLC Pack,313300,2014
"action,indie",Iron Fisticle,306700,2014
strategy,Total War: ROME II - Imperator Augustus Campaign Pack,311380,2014
"indie,simulation,strategy",1849: Nevada Silver,320900,2014
"casual,free to play,indie,massively multiplayer,strategy",My Lands: Hero Courage - Starter DLC Pack,313310,2014
"racing,sports",GRID Autosport - Touring Legends Pack,289024,2014
"racing,sports",Grid Autosport Season Pass,304450,2014
"casual,simulation",Rocksmith® 2014 – Creed - “One Last Breath”,295001,2014
"casual,simulation",Rocksmith® 2014 – Creed - “With Arms Wide Open”,295000,2014
"casual,simulation",Rocksmith® 2014 – Creed - “Higher”,295004,2014
"casual,simulation",Rocksmith® 2014 – Creed - “My Own Prison”,295003,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Tyler Warren's 3rd 50 Battler Pack,321170,2014
"casual,simulation",Rocksmith® 2014 – Creed Song Pack,295005,2014
"casual,simulation",Rocksmith® 2014 – Creed - “My Sacrifice”,295002,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Sci Fi Battlebacks,321180,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - The Emporium of Copper and Steel,321181,2014
casual,Robin's Island Adventure,323260,2011
action,Quake Live™,282440,2010
casual,Sea Legends: Phantasmal Light Collector's Edition,323280,2012
"indie,simulation,strategy",Dwelvers Demo,322940,2014
rpg,FINAL FANTASY IV,312750,2014
"indie,strategy",SPACECOM,263860,2014
"action,adventure,indie",Doorways: The Underworld,311250,2014
"action,adventure",LEGO® The Hobbit™ - The Big Little Character Pack,292710,2014
"action,adventure",LEGO® The Hobbit™ - Side Quest Character Pack,292711,2014
"action,adventure",LEGO® The Hobbit™ - The Battle Pack,292712,2014
"design &amp,illustration,photo editing",openCanvas 6,301610,2014
"action,adventure",Sniper Elite 3 - Save Churchill Part 3: Confrontation,312740,2014
"adventure,indie,rpg,strategy",Shadowrun: Dragonfall - Director's Cut,300550,2014
"action,indie",Heavy Bullets EP - Soundtrack,323940,2014
casual,IGT Slots Paradise Garden,320970,2014
simulation,Train Simulator: Los Angeles Commuter Rail F59PH Loco Add-On,277747,2014
"action,adventure,casual,indie",Roundabout Deluxe Edition Content,309920,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Dungeon Music Pack,321182,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - JSM Party Themes,283542,2014
"free to play,massively multiplayer,rpg",Royal Quest - Welcome Pack,323740,2014
simulation,Train Simulator: San Diego Commuter Rail F59PHI Loco Add-On,222609,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Pixel Myth: Germania,285461,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Dungeons and Volcanoes Tile Pack,277843,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Wild West Tiles Pack,271963,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Magnificent Quest Music Pack,291474,2014
"design &amp,illustration,web publishing",RPG Maker VX Ace - Adventurer's Journey 3,297640,2014
"animation &amp,modeling,design &amp,illustration,web publishing",ComiPo!: Business Person,297141,2014
"adventure,casual,free to play,indie,simulation",Rising Angels: Reborn,321840,2013
"animation &amp,modeling,design &amp,illustration,web publishing",ComiPo!: Office Wear,297140,2014
"adventure,indie",J.U.L.I.A.: Among the Stars,257690,2014
rpg,Fable Anniversary - Modding DLC,319120,2014
"adventure,casual,indie",Uriel's Chasm,292630,2014
strategy,Battle Academy 2: Eastern Front,306640,2014
"action,indie",Boson X,302610,2014
utilities,eden - 3D Screensaver,323620,2014
"simulation,strategy",To End All Wars,312360,2014
rpg,Sacred 3: Orc of Thrones,279111,2014
"adventure,casual",Season Match,320630,2007
"action,adventure,casual,indie",Stained Demo,320880,2015
casual,The Curse of the Werewolves,316420,2014
"casual,indie,simulation",Bridge Constructor Medieval,319850,2014
"action,indie",The Escapist,315480,2014
"adventure,casual",Voyage: Journey to the Moon,302180,2005
"casual,indie,strategy",Hexcells Infinite,304410,2014
"indie,rpg",Runers,306550,2014
indie,Runers - Soundtrack,317880,2014
