user_id,item_id,playtime_forever
76561198090943380,47790,202
stark1542,47830,0
76561198090945018,239820,695
76561198090947121,250320,783
76561198090949238,250340,209
KynanDoesMC,250620,230
76561198090949532,214550,253
76561198090950615,219640,47
76561198090955147,232210,0
76561198090956651,250900,1916
76561198090956717,204450,490
scoutandspywithbday,233270,27
76561198090958390,251570,3644
76561198090959219,252250,1
bwilliamsmx,252290,26
76561198090960934,252630,208
76561198090961654,253150,134
76561198090962572,253330,198
76561198090965280,253430,57
baramos2011,208610,0
PakSixxx,245170,105
TDSOfficial,254200,15
NuggeTIINnJa,254460,787
76561198090976251,254480,952
76561198090976634,205100,134
luckbucky,8850,676
76561198090981369,409720,0
76561198090981590,224860,30
NeonEcho,247660,374
76561198090986324,22120,1
Eintracht00,22140,0
76561198090989882,22180,182
76561198090992483,247120,0
76561198090992621,257170,293
76561198090995311,238910,0
76561198090996907,233130,1442
76561198090997755,255520,389
76561198091000585,258050,74
thestabqueen,6910,99
76561198091001103,258180,370
Bounther2,235800,106
76561198091002547,250400,461
76561198091004021,247910,321
76561198091006073,221040,1977
Toginky,259170,167
76561198091011719,221910,573
76561198091012647,238430,152
76561198091012788,261030,2056
Roiwyn,261110,122
76561198091015208,233190,2058
76561198091015339,249130,179
76561198091016047,261880,169
76561198091017114,262060,550
76561198091019679,263760,619
76561198091020474,263920,36
76561198091022051,264140,5
whatsnot,264200,379
76561198091026228,248820,284
76561198091026912,264730,3
76561198091027520,108600,1195
76561198091031816,265550,91
jasmine-is-fab-not-rlly,265930,342
76561198091033385,266310,131
9084738904739822,266430,47
76561198091036993,211820,8950
76561198091037095,367540,0
76561198091037497,22340,0
76561198091043298,268050,241
76561198091046179,268200,380
mfor,3270,21
KaraRedd,39530,85
76561198091052415,39560,0
76561198091053426,65560,0
76561198091053740,206760,0
76561198091055014,214870,321
76561198091056154,249050,1310
MarioMario66666,269310,1968
76561198091059840,270010,68
76561198091063944,270150,2430
76561198091064602,270210,34
76561198091065976,270370,25
bloohaha,319060,0
76561198091071767,270550,164
76561198091072855,239840,111
76561198091072952,4500,0
76561198091078511,20510,0
76561198091079401,41700,49
76561198091079449,271820,358
76561198091079627,237950,0
chaobi_201,57300,375
76561198091080982,239200,21
76561198091081580,65780,0
76561198091081813,274310,140
76561198091082337,222880,49
76561198091082965,274520,140
flythebirdy,274920,7
76561198091084258,200510,1266
76561198091084906,225840,449
76561198091085536,277520,409
76561198091086560,213670,895
76561198091089238,278810,192
76561198091089846,222900,149
76561198091090542,279580,42
76561198091091279,230840,348
76561198091092268,239140,2638
76561198091092718,282070,750
76561198091093467,246620,326
76561198091093528,282140,93
76561198091094091,282440,0
76561198091095932,283290,80
76561198091097457,254700,499
76561198091097773,43160,55
76561198091099640,286160,44
76561198091099709,249380,14
76561198091099826,289090,76
yunodle3,291010,63
76561198091100776,293540,0
76561198091102291,201810,0
76561198091103383,246900,145
1782304562324567,265210,49
76561198091104239,294860,461
uriyigigjikfj,295770,36
76561198091106263,245620,37
76561198091106928,224480,501
76561198091107948,296710,123
76561198091108888,297020,24
76561198091109633,236830,121
76561198091110290,282800,24
theaagamer75lifestyle,298110,317
76561198091114659,298260,13
usocrackedouocu,298630,416
khh1121,299030,13
76561198091116626,299050,8
kaisgood,237930,48
xXbudderXx,299360,22
76561198091118662,299740,9
76561198091119310,214190,45
76561198091119630,200010,1
76561198091121878,233290,63
76561198091123207,286690,962
76561198091123438,287390,322
76561198091126168,301640,1167
marco_9808,65790,11
76561198091127230,302270,36
76561198091131449,304050,1701
76561198091131591,304240,16
76561198091132506,304270,35
enzommt2000,304930,3584
76561198091133277,305380,381
76561198091133614,238090,1321
76561198091133628,306020,159
76561198091136886,38400,0
76561198091137123,38410,136
76561198091139682,38420,14
76561198091140215,63380,323
scifichesh,224600,1662
76561198091143112,306830,0
76561198091143142,65930,1235
76561198091146515,55230,30
76561198091146818,206420,630
76561198091148924,240760,0
76561198091150532,259130,0
76561198091150573,404730,3630
awacs-skyeye,311340,529
76561198091152108,311860,0
76561198091152344,311870,90
76561198091159808,312610,44
76561198091165184,291480,0
76561198091166709,282010,13
76561198091169175,282030,87
76561198091169263,312840,0
76561198091171400,313080,217
76561198091172616,313120,308
76561198091172747,55100,51
76561198091173082,227940,16
76561198091173546,248470,0
nofendsmoremadness,311250,12
76561198091174455,246580,1116
76561198091177875,233720,612
76561198091178096,319510,61
76561198091180474,238010,22
76561198091180678,203160,629
vlog14,320240,54
76561198091182671,6850,0
morriganstalker,6860,648
76561198091183125,6900,0
76561198091183692,203140,614
76561198091184018,205930,0
HondasAreGay,247430,83
7tm,202970,1500
Snowy427,202990,547
DarkPaul123,212910,779
76561198091194116,321110,34
76561198091194373,321270,22
76561198091196497,274170,1796
76561198091196853,322210,99
76561198091196870,322500,341
76561198091197464,241540,2863
76561198091197624,241260,249
nasain,226560,234
76561198091197724,214490,252
76561198091198454,307690,236
76561198091199941,238320,569
76561198091206491,277430,36
76561198091208956,324570,0
76561198091209561,326150,389
76561198091210061,326960,0
76561198091213604,327510,49
76561198091213907,327890,771
76561198091215929,261640,3512
76561198091216652,223650,0
76561198091218179,4560,281
76561198091218216,9340,0
GG336,20540,0
76561198091222816,228200,231
76561198091223118,231430,74
76561198091225494,328710,23
76561198091225975,329000,0
76561198091226270,329860,19
76561198091226880,330830,737
76561198091227303,330840,875
76561198091228609,331720,189
76561198091230452,331790,0
7654353655465652323,305620,189
76561198091230918,332800,19
76561198091232830,214610,20
sexypoopoo,333220,0
76561198091235556,333930,19
76561198091237067,333980,44
76561198091240126,334230,818
67162763,236110,103
76561198091243375,335330,17
76561198091244661,337320,146
76561198091245236,337360,96
dante67971,337880,36
76561198091250353,338540,0
76561198091251297,319630,390
76561198091252197,339230,556
76561198091254611,339610,159
76561198091254711,246070,21
76561198091259632,340050,451
76561198091259725,340650,0
76561198091264039,341000,38
Baaakkaaa,341070,117
76561198091267949,341190,10
76561198091269432,342300,676
76561198091273575,342550,84
76561198091274269,12120,91
76561198091275223,12250,0
76561198091275234,271590,63
cavaleiroralado,345520,0
76561198091277852,346010,57
76561198091280426,346290,305
brotherkraft,346330,122
76561198091289034,287290,1953
76561198091289264,348380,24
76561198091289518,349480,10
76561198091292537,349700,0
MrTrololoZ,339280,0
hideyukizkung,351570,0
76561198091296461,329430,624
76561198091296589,352950,12
76561198091297536,354140,89
Zordick,39120,808
76561198091299437,350080,27
Lavaginator,355180,18
76561198091299909,347670,63
76561198091300398,356040,354
76561198091308214,356310,6
NIKOREY2,356570,34
76561198091314015,356670,4
76561198091316809,306130,3436
76561198091318198,357650,62
76561198091323298,359580,135
76561198091324016,359800,0
76561198091325036,360170,32
76561198091326277,232090,527
76561198091327919,232150,65
76561198091329480,346680,0
1029620,362890,974
76561198091332590,248610,189
76561198091334692,363620,142
76561198091336218,363930,1233
76561198091337659,263060,246
76561198091344363,365720,0
76561198091356447,311210,554
76561198091356726,366844,0
caydrobertson,365670,186
76561198091358692,367110,219
76561198091362266,368360,234
76561198091364504,6000,212
76561198091368284,6020,0
76561198091369848,6030,0
jamesdroot,32350,0
76561198091373422,32370,31
76561198091373643,32380,0
76561198091373702,32390,0
76561198091374165,32400,0
76561198091377276,32420,0
76561198091378623,32430,0
76561198091380260,32470,0
76561198091381677,32500,0
76561198091382810,208580,0
76561198091384609,368860,31
Mandrake123,328730,0
76561198091385206,373970,219
xUnkaNinjazZz,374060,443
76561198091390804,366160,776
76561198091394479,377160,202
76561198091394935,379720,975
76561198091395020,380600,4
76561198091395486,381120,92
76561198091405182,382140,580
EndlessAbyss,383150,431
76561198091406997,383180,0
76561198091407148,383580,72
76561198091407812,385070,0
76561198091411761,385400,34
76561198091411879,10680,377
76561198091416716,49540,130
76561198091420444,253370,324
76561198091420612,266590,0
AnuarSahaje,388090,31
76561198091423176,388870,1
76561198091425353,352460,17
kickstarter1,391390,419
76561198091426030,391720,198
76561198091426502,394760,877
Crazzy__Hosty,395760,1
76561198091429493,220440,737
76561198091430250,329050,241
76561198091433381,397550,88
76561198091434552,397680,21
76561198091436634,494770,0
MAXISOY,399670,66
76561198091437797,391540,950
76561198091438947,401680,137
76561198091438969,234140,501
Faroukz,388060,297
76561198091445649,405010,461
haaaagaaaay,407840,0
76561198091450913,247730,86
76561198091452787,410320,126
Dedle3,410700,0
76561198091454218,410710,72
76561198091454866,412170,0
76561198091456637,413150,1356
76561198091457640,413830,4
Shadowcyhte,416590,8
76561198091459562,307670,1587
76561198091461346,243970,867
76561198091462219,417860,28
76561198091462391,418300,54
76561198091464997,234650,0
76561198091469248,300550,40
S0ulHD,346940,341
76561198091471408,421900,823
76561198091472656,422630,0
76561198091476072,423710,0
76561198091477487,268500,434
FondlesTheScout,427190,1457
76561198091479009,428690,405
Tomaskent,429490,10
vegaskong,429570,591
76561198091483691,429720,185
76561198091486299,434020,266
76561198091488628,434570,15
76561198091488766,436860,90
76561198091492385,310380,0
76561198091493184,34270,0
I_LOVE_CAPS_LOCKS,205230,0
76561198091494776,205950,0
76561198091495222,446990,0
76561198091500950,448370,77
pingas1,448640,0
DARKdr3dnaut07,449540,11
76561198091505830,454060,17
76561198091508086,457820,0
76561198091508747,458000,92
balalaball,381210,25
76561198091511785,467000,0
76561198091513055,473470,0
76561198091517682,48000,0
pepoones,397060,0
76561198091519387,324810,0
4545648,220,1148
76561198091525449,340,14
aksaafan,3910,288
76561198091526396,4000,5922
76561198091527900,22300,899
76561198091528305,10090,1433
76561198091529855,17410,294
76561198091531339,34900,36
76561198091533004,33910,49
76561198091535815,33930,1
shaizerzzz,219540,0
76561198091539175,8930,7652
76561198091541208,22380,1769
76561198091542985,40800,709
76561198091544150,92800,337
PLANETBOOM97,105600,220
mcjack943,113200,691
dojija,205790,100
pedropyro,200010,704
76561198091548039,91310,271
76561198091548646,209080,36
76561198091550180,204300,1858
LonTheDarkGamer,204360,478
76561198091557631,205100,902
76561198091558466,214560,981
TTaka,70100,84
karstarkk,70110,0
mark2216,70120,0
76561198091563430,57690,0
76561198091564702,220780,182
76561198091565486,219890,1053
76561198091565717,11020,29
76561198091569244,17080,0
76561198091571269,104700,0
76561198091572846,200210,169
synergythisshit,208090,47
76561198091576862,212800,75
76561198091580802,218130,50
hihising,218230,1631
jacobissoawesomeateverything,230410,133
76561198091583854,236390,253
76561198091584671,238960,0
76561198091584995,250420,11
76561198091587691,262410,62
BaddMedicine,271290,0
76561198091589547,286100,0
76561198091591293,202090,0
76561198091592825,224260,0
76561198091593477,245550,181
SHUDOUGH,343450,0
76561198091595845,231200,0
76561198091595995,233450,149
76561198091596677,233720,579
76561198091596841,113020,1423
sobba_stinji,224760,34
maudeex71,220200,654
76561198091599470,206190,201
76561198091599780,241600,6548
aliciaj,242760,12
76561198091604767,242920,366
76561198091607389,244850,32
76561198091609375,246900,0
76561198091609401,255520,44
76561198091610400,265210,471
pewdiepeifan,214770,338
76561198091611587,230860,287
76561198091612238,221680,6
Trandunz,244730,211
sgrrrrr,239070,1176
Playerjd2,248820,2904
huntervxx,239350,952
76561198091615230,239820,1469
76561198091616893,250260,512
76561198091617842,250500,74
haballman,250760,1631
76561198091620120,219640,0
76561198091620319,232210,0
76561198091621332,252490,118
76561198091621558,252950,30
sky_combatxmedic,221910,229
76561198091626032,219830,245
76561198091626891,265930,311
76561198091630542,221100,104
76561198091630948,269110,177
76561198091631191,270550,30
76561198091631250,4500,42
76561198091631756,20510,1
76561198091632514,41700,133
76561198091634136,550,598
76561198091635356,223530,0
pumpkinpulp,7670,16
MmanSpelling,8850,49
76561198091641334,8870,454
76561198091641784,409710,0
76561198091642347,409720,0
2JZEEEEBABY,94400,1027
ImSoDahAwesome,273110,6
BeanSyn,224480,1645
76561198091654383,274190,694
76561198091654843,274290,0
76561198091654944,200510,971
76561198091656366,246620,961
76561198091657038,289760,411
76561198091657819,293780,139
76561198091658277,237930,258
76561198091659460,301520,0
76561198091661217,304050,0
76561198091661357,304930,73
76561198091661471,38400,0
76561198091668864,38410,33
76561198091670310,38420,35
76561198091673730,307640,117
011111135489484797,8980,0
76561198091675325,49520,1155
76561198091675611,47410,28
CracaGamer,232890,4708
76561198091678851,312990,0
76561198091681013,227940,0
76561198091682043,222900,117
76561198091684965,65980,1196
76561198091688751,319510,107
MyHoaxx,323370,75
76561198091690674,301970,709
76561198091692011,211420,1122
76561198091693073,730,636
76561198091694133,332800,19
ScarredPrincess,333930,0
fistcake,337070,6
76561198091697899,250900,59
76561198091699788,344850,292
76561198091707192,346900,155
76561198091707887,349480,6
76561198091708965,355000,135
76561198091709106,255710,603
76561198091711257,356040,108
76561198091712980,297130,471
76561198091716538,363460,11
Kjoell,363490,0
76561198091721949,366844,0
AwesomeSauces101,370360,159
76561198091724798,238370,626
76561198091728871,397080,0
76561198091728899,322330,790
76561198091730605,377160,5071
76561198091732926,385800,26
76561198091733409,386070,0
76561198091735584,393420,86
76561198091737233,445900,0
76561198091737586,413150,2208
76561198091737834,311210,23399
76561198091737957,428690,667
76561198091738673,427730,132
76561198091738997,449040,0
76561198091739666,459820,96
ladersconfuseme,461560,49
76561198091740788,468560,62
76561198091740887,314010,0
76561198091742509,273350,86
Egplnt,2400,70
76561198091746142,2420,0
PatoMeh,2430,0
76561198091746830,240,265
76561198091750208,4000,91171
76561198091751899,15100,114
76561198091753142,20,0
76561198091754331,50,0
katamod,70,170
76561198091755029,130,0
76561198091755241,220,554
breakass1,280,0
iamwatchingyoubywindow,320,1
Trader_Frosty,340,0
76561198091758715,360,0
76561198091759837,380,0
76561198091761843,420,0
76561198091762766,12750,2320
76561198091763006,12900,0
76561198091763868,17480,370
76561198091764858,17470,0
76561198091765083,24740,127
76561198091766405,1250,14115
76561198091769074,35420,0
76561198091769696,22330,0
76561198091771063,22320,0
76561198091773972,35700,79
76561198091774696,27900,0
76561198091775734,41000,0
76561198091775864,3260,7
76561198091776572,22370,1
sniperwolfez,33230,0
76561198091780284,8190,0
76561198091783122,35140,0
brbrb,43110,0
76561198091785541,17410,56
chaisawang,8930,819
76561198091787009,57300,14
76561198091787257,12210,0
itsabeeluigi,12220,0
76561198091792179,40800,17
76561198091792194,21100,34
YOU_WILL_NEVER_FIND_THIS,48190,1579
76561198091793997,400,700
76561198091795062,620,1805
76561198091795338,22600,0
54546545,105600,6359
76561198091800030,105400,27
76561198091800334,7600,0
76561198091804431,16450,111
xXFusionDogzXx,33910,1
76561198091806235,33930,9
76561198091806663,65700,1
76561198091807019,65720,1
Box_SpyKev,65780,0
pooz7386,65790,0
76561198091808864,107430,0
kevonevo,219540,0
76561198091810680,34830,13
76561198091811380,32800,0
76561198091811744,111600,0
Dada734,35450,170
76561198091813824,236830,0
76561198091814693,113200,149
76561198091816512,3830,829
76561198091817294,201870,350
76561198091817995,9200,869
AwesomeEvilGenius,200910,0
76561198091821675,201480,0
76561198091822369,41070,245
76561198091826904,205790,0
76561198091828640,204030,71
EpicChaosZketch,105450,1578
Wheres_My_Cookies,204340,0
76561198091830429,22380,450
chikens,207170,124
ignorethisfool,102600,31
76561198091834540,207690,8
capnyumyum,207610,795
76561198091838521,104900,0
76561198091845365,211780,47
76561198091845672,3900,0
76561198091846641,3990,0
76561198091848946,8800,0
TheConsultant221,16810,0
76561198091850366,34440,0
76561198091850372,34450,0
Boca_de_limonada,34460,0
76561198091850650,108800,0
TryBioEdits,42170,28
76561198091851574,204100,82
76561198091852462,214830,82
76561198091859088,50300,0
76561198091859712,50650,37
76561198091864278,108710,41
charmonder,202750,0
76561198091872904,202170,68
76561198091873822,10,1
76561198091876603,80,1224
76561198091878103,100,43
76561198091879883,730,105070
Muntorry,204300,1109
76561198091880747,200260,3277
zlNewProSpy,218640,1
76561198091881224,212680,2830
76561198091883562,220780,191
ZMOOTH_CAT,219640,127
76561198091885741,232210,0
76561198091887406,220860,12
76561198091888383,49520,3701
76561198091889578,217690,11
76561198091890148,219150,29
76561198091892378,91600,47
76561198091893367,16730,72
76561198091894628,220820,396
76561198091894663,223220,0
76561198091895259,4920,0
76561198091898603,223470,776
76561198091898889,55230,335
76561198091899291,221020,3
76561198091900187,208480,0
76561198091903111,220240,574
76561198091906788,203140,182
76561198091908773,205930,0
76561198091911652,45740,1
BNCFan,45770,1
76561198091914102,221640,394
76561198091916055,201790,3952
imr1bbit,227580,373
76561198091917113,225140,70
76561198091917590,225160,0
76561198091920136,204080,5
ItsMeJelly,218230,77
MAWSAUCE,230410,2112
fletchthegamer,236390,312
76561198091925380,238960,155
76561198091925813,243870,0
76561198091926245,39000,0
76561198091927690,248570,18
76561198091928441,265630,779
76561198091928999,224260,14987
ragnolf32,239220,734
76561198091930730,224580,13
76561198091931340,220823,0
OriginalFishy,203160,686
76561198091932775,225420,0
76561198091933490,230050,72
76561198091936904,233450,4127
76561198091937354,8870,1087
76561198091939526,210770,0
76561198091944334,3910,0
76561198091945283,233720,0
76561198091945885,44350,311
76561198091947429,57640,17
yguanapyrada,236090,48
76561198091952352,231160,9
huyrua,72850,3135
76561198091956831,35720,1
76561198091958182,242760,458
76561198091960223,241600,84
76561198091962039,239450,40
76561198091963309,91310,0
TheKOP69,216250,563
76561198091963878,214770,0
76561198091966284,244070,0
76561198091971500,209000,13
76561198091972169,200330,0
76561198091973414,248510,10
76561198091974824,248820,629
76561198091976678,232430,0
76561198091978409,218620,13125
76561198091979734,206420,1753
76561198091980808,2800,0
76561198091984838,2810,9
76561198091985105,2840,0
76561198091989884,2850,0
PLZACCEPTTHEURL,2820,0
Jennarh97,201310,0
76561198091995282,47790,0
76561198091997060,47830,0
76561198091997192,239820,1439
76561198091999535,225280,3
TimothyTamz,249990,108
76561198092003647,252490,104
76561198092003845,252950,42670
76561198092005039,253980,21
76561198092005160,220824,0
76561198092005624,205100,1225
76561198092005852,255220,0
76561198092006045,58520,149
76561198092007881,204560,0
76561198092009371,208730,48
76561198092009382,209730,0
76561198092009904,219780,0
minijosed1,231140,0
76561198092014890,242050,0
76561198092015630,257170,1997
76561198092017453,9350,0
viniciusvalente1,9420,0
76561198092020961,39650,432
76561198092021037,55110,0
76561198092022439,235800,27
76561198092024467,7670,687
alfie_cee,8850,0
76561198092026024,409710,0
76561198092027057,409720,0
Mrpotato1235,42910,38
76561198092031565,245470,14
Lexqueso,244090,0
_axia_,238430,1710
25122004,265380,15
76561198092033939,253370,5
76561198092036480,266590,0
76561198092036674,267490,0
76561198092038166,221100,42
76561198092040009,550,350
felipehidani,223530,0
Washimingogg,244870,21
ladye,271590,0
76561198092050517,222880,86
76561198092050813,244850,66
76561198092052680,22100,2332
76561198092058037,48700,2573
76561198092058318,48720,160
76561198092064357,282440,57
76561198092064451,282660,11
76561198092065428,43160,101
nimatha,286160,2260
76561198092070826,288470,70
76561198092078142,222900,17
76561198092078692,238460,39
76561198092078915,304930,156
76561198092079246,63380,485
76561198092080782,65930,966
76561198092081598,200510,1903
76561198092083221,291480,126
76561198092083433,227940,6207
76561198092085244,250400,281
76561198092086266,323370,294
76561198092086731,239140,0
76561198092086975,333930,14
23Batman05,346110,646
76561198092088260,407530,0
meshcollider,346900,203
76561198092088771,351570,0
NovaNolife,326460,2271
76561198092096760,360170,1350
76561198092099024,232090,1984
76561198092099636,232150,0
76561198092102162,363970,1402
76561198092108305,20900,0
76561198092111801,20920,0
76561198092115192,292030,0
76561198092115812,377160,0
76561198092118313,238090,0
76561198092119822,299360,199
76561198092120294,427270,139
76561198092122093,282210,0
76561198092123412,65980,0
76561198092123834,7650,0
76561198092129898,7660,0
76561198092131991,7730,0
76561198092132719,7760,0
aldaberto,7770,0
76561198092135855,4000,23
ljmitchell200,205790,0
76561198092144692,109600,0
rlek,208090,54
76561198092147553,212800,0
76561198092148680,39120,0
76561198092148962,242590,0
juniorlb159,248570,15
jordoscuzzzz,265630,87
76561198092159170,202090,0
76561198092159506,242760,66
76561198092159546,268850,3650
___XxButtHolexX___,222900,53
felixguard12,301520,0
C628VJF01,304050,1425
76561198092166713,304930,5594
76561198092167356,323370,0
anonymous388,730,29176
QueenLaqueefah,333930,49
76561198092169077,4000,6638
76561198092174715,240,203
76561198092175470,1250,300
76561198092180432,35420,0
76561198092182190,4560,0
youdog,9340,0
chobbavacbanned,20540,0
76561198092183089,228200,0
76561198092183918,33910,149
kuaspereira,33930,224
thenairnybadger,219540,0
76561198092187581,57300,15
76561198092187586,105600,6731
76561198092188227,55150,387
linyubin,41070,0
76561198092191387,102600,0
09876543231,205790,1
76561198092192361,207430,0
76561198092192969,207690,0
SirCanadianGuy,113200,0
76561198092196589,730,89468
76561198092197826,98800,0
shitbitxhz,200710,392
76561198092198363,220780,0
76561198092198892,220860,0
76561198092199643,91600,80
76561198092201221,4920,62
MEDEEEEEEEEC,202970,0
aoifhoghaoghaog,202990,2275
76561198092208393,212910,1049
76561198092211227,201790,0
76561198092216068,204080,73
76561198092216301,99900,780
76561198092216405,113400,731
76561198092219136,200210,1
76561198092219805,207230,0
z_ash_z,208090,0
76561198092220610,230410,8104
76561198092220747,236390,20
Bukky,243870,2634
76561198092222054,218470,516
TheOriginGaming,262410,8
76561198092227802,239220,0
76561198092227977,264380,0
87660,224580,26
76561198092229748,225420,0
76561198092231633,210770,163
76561198092232254,207140,188
76561198092232325,368730,0
76561198092233031,234390,27
76561198092235082,218620,2655
DatBoi12,206420,3236
Doomcreeps,250580,0
plasmagun64,219640,135
76561198092239471,232210,0
76561198092240703,252490,1919
76561198092242919,242860,150
76561198092242971,42910,0
sr0nze,233700,0
76561198092246378,264710,12
76561198092247128,211820,471
danielaskib,367540,0
76561198092249761,271590,550
76561198092251428,222880,78
76561198092252976,246620,30
76561198092253228,291210,14
76561198092254634,295110,74
radbear,362300,0
76561198092261041,433850,18
76561198092261229,439700,0
MGEME,298160,0
76561198092262030,301520,16
76561198092262697,304050,9409
76561198092263206,304930,33
PandasBeSwagLiek,227700,102
76561198092265500,268420,0
76561198092265876,227940,172
Hslayer121_is_a_baddie,313730,0
76561198092267834,333930,56
Technopath26,339610,0
76561198092272100,39120,0
76561198092274534,383080,81
76561198092275198,275850,637
Captain97,15620,0
76561198092277452,20570,0
76561198092278393,34330,0
76561198092278847,56400,0
fiTcherino,294860,5
76561198092280839,301120,0
76561198092280898,4000,966
76561198092281449,33900,1
76561198092286407,33930,1
9912629,219540,15
76561198092287390,42910,62
76561198092287469,105600,10220
76561198092288659,113200,414
76561198092291168,55230,947
76561198092291301,205790,0
76561198092293610,91310,151
76561198092294901,49520,2097
76561198092297803,203140,71
76561198092302678,220240,1588
lewishall2407,226700,24031
76561198092306658,51100,600
76561198092307961,109600,4976
76561198092308159,218230,242
76561198092308305,230410,49
76561198092310559,238960,501
76561198092311485,239220,200
76561198092312989,245550,98
76561198092312999,343450,0
76561198092314088,224580,77
76561198092314848,34870,56
76561198092317599,1250,1089
76561198092318897,35420,0
ryanthepopo1239123,224540,246
76561198092323744,251570,1055
76561198092324264,247730,2565
76561198092324334,264140,581
76561198092324445,221100,130
Ahnkim,550,545
76561198092325879,223530,0
76561198092329209,286160,0
76561198092329346,238460,150
76561198092329887,304930,6887
76561198092330598,316010,205
76561198092330609,323370,1907
76561198092331510,730,129
amabsoluzt,363970,372
76561198092334975,236110,692
76561198092339301,350280,5
76561198092339569,4000,1986
76561198092341125,1250,485
76561198092341441,35420,0
STRIKERJOE,34900,0
76561198092346271,550,1025
76561198092346411,223530,0
76561198092346634,8190,3581
454575878752,41500,0
76561198092349679,70300,0
76561198092351503,22380,49
lucaskonp,620,876
76561198092352617,105600,138
76561198092356909,107310,0
76561198092356982,50130,44
76561198092358231,67370,16
Rileyclaw,48000,97
76561198092358431,209830,0
76561198092360939,50300,227
mufeenman,104900,0
76561198092363101,7670,1036
76561198092364620,409710,0
76561198092364689,213030,33
durtle3,209080,121
76561198092367764,730,53607
jet_Mate,65300,2
bryscream,204300,0
76561198092373010,220780,155
76561198092374007,204360,11
76561198092374908,221260,83
76561198092376358,205790,0
76561198092377526,219150,0
76561198092378097,4920,0
76561198092379046,80300,0
76561198092379097,224540,1503
76561198092379562,200900,0
76561198092380178,203160,34
76561198092381248,208090,29
ducklann,212070,0
SerengetiBeagle,212200,0
76561198092383210,215120,8429
76561198092384226,218230,257
76561198092389739,230410,0
76561198092393446,238960,0
76561198092396671,226320,0
76561198092398769,257730,0
76561198092399208,230150,0
76561198092401848,8870,7
sugarfreak,65780,26
76561198092407908,234900,0
76561198092410756,233470,0
76561198092411056,3910,712
76561198092411616,233720,22
76561198092412258,65930,0
BL00D-SH3DZ,222730,20
Gizmo4590,235820,802
Hecticpillow,72850,4409
76561198092415537,239450,10
76561198092416214,9480,40
76561198092416470,40390,0
76561198092416615,55230,1319
96197172,225640,1
88229933,91310,23
76561198092419109,40300,0
bendakiller,43110,95
76561198092421548,207930,30
76561198092423299,214770,38
76561198092423835,247370,0
76561198092423916,248860,0
76561198092426627,206420,745
76561198092429180,222880,33
76561198092433191,243450,6
76561198092434681,8850,28
76561198092438402,409720,0
76561198092438915,42910,117
76561198092440133,271590,0
walrusjesus,286160,120
GornTH,301520,79
76561198092443144,304030,0
76561198092443292,268420,1
76561198092446512,323370,0
76561198092449154,333930,0
horribleID,346110,187
RagerGamer212,407530,0
76561198092456378,346900,64
76561198092456430,363970,24
stocky55,218620,1
StaticZz_Au,407840,0
76561198092459450,240,372
sollyzisgod,10,35
76561198092462292,30,0
Spoder_XaXX,40,0
76561198092470381,60,0
76561198092473728,80,14
76561198092474995,100,0
76561198092477384,1200,18
76561198092478441,1230,0
toriiiii,1280,0
Survivor961,4000,1635
76561198092480130,6220,15
76561198092480143,320,35
76561198092482247,340,19
76561198092483272,220,527
76561198092483689,360,0
BertAndErnie,380,181
76561198092485160,400,162
beccsbarney2013,420,249
76561198092489041,12500,154
76561198092493096,12900,362
76561198092496430,13210,50
76561198092498473,15120,438
76561198092501010,12360,184
Nitoxis,12200,8
76561198092501804,10500,0
76561198092505170,17430,112
76561198092511685,17470,3
76561198092512319,24740,20
76561198092512793,22330,49
76561198092513952,21680,0
76561198092513964,6060,260
76561198092520576,6000,4
76561198092524311,32350,0
paass,34900,8
76561198092530678,32390,7
76561198092532137,6020,2261
poopingdeathballs,32400,0
76561198092535117,32380,0
23974656456,6030,11
76561198092541531,24860,240
76561198092541784,24800,0
76561198092545243,24840,4
76561198092546932,17450,0
otakumistico,550,855
GangStarM8,223530,0
76561198092559916,18110,99
76561198092564032,32430,0
yx4hEkbD,34030,0
76561198092565817,25700,0
76561198092567379,24980,0
76561198092567528,38700,8
76561198092570802,40100,213
76561198092571666,42120,0
Themonsteringoo,24960,105
76561198092572735,43110,25
76561198092572888,49900,0
76561198092573440,33220,33
zadow,32470,0
76561198092574886,50130,553
76561198092575770,33910,1
76561198092575834,33930,197
76561198092575999,219540,0
76561198092583227,17410,0
76561198092584626,39800,415
76561198092585531,45740,75
76561198092589283,38600,217
76561198092594741,42700,6
76561198092596983,42710,0
76561198092598635,8980,885
Malithos,32500,0
Sharkie-7,40800,91
76561198092603480,78000,184
76561198092605728,1250,43292
Famycom,35420,0
76561198092611084,56400,1194
SadHon127Steam,2500,0
76561198092611594,11200,0
ragingsniper,35700,369
76561198092612583,92800,2
FYH95,42910,585
76561198092615813,95300,1
mrhoneybadger,70000,0
76561198092620513,620,1714
76561198092621022,98200,16
76561198092622378,105600,18305
werkimew,104600,16
76561198092623837,55110,206
buttsaggington,7600,0
76561198092631089,7760,50
XiiaoXiiang1995,21090,71
76561198092633788,21110,0
76561198092635153,21120,0
76561198092635332,16450,0
76561198092636384,21100,1
76561198092639897,44200,0
76561198092641089,18700,33
76561198092641915,26500,4
76561198092642808,26900,18
76561198092643342,41100,14
Caramel_Pudding,55040,78
AzarusZX,70300,476
76561198092649541,96200,0
76561198092651254,55150,1183
76561198092651498,96100,12
