,genres,title,tags,specs,price,early_access,item_id,developer,anio_lanzamiento
50,strategy,Prison Tycoon 3™: Lockdown,"strategy,simulation",single-player,9.99,False,12510,"Gamebryo,Virtual Playground",2007
6973,"action,rpg",A dragon girl looks up at the endless sky,"rpg,action,anime,visual novel,jrpg","single-player,steam trading cards,partial controller support",9.99,False,456760,DebonosuWorks Inc.,2016
3511,"indie,rpg",The Enchanted Cave 2,"rpg,indie,dungeon crawler,pixel graphics,rogue-like,singleplayer,casual,2d","single-player,steam achievements,steam trading cards,steam cloud",4.99,False,368610,dustinaux,2015
8826,"free to play,massively multiplayer,rpg",ArcheAge - Erenor Eternal Starter Pack,"free to play,massively multiplayer,rpg","multi-player,mmo,downloadable content,steam trading cards,in-app purchases",19.99,False,647860,XLGAMES,2017
20456,"action,adventure,indie",Woodle Tree Adventures,"indie,adventure,platformer,action,family friendly,cute,3d platformer,casual,local co-op,short,multiplayer,singleplayer,colorful,illuminati,anime,nudity","single-player,shared/split screen,steam achievements,steam trading cards,partial controller support",2.99,False,299460,Fabio Ferrara,2014
8525,"adventure,indie",What Remains of Edith Finch - Soundtrack,"indie,adventure","single-player,downloadable content,steam achievements,full controller support,steam trading cards",4.99,False,629930,Giant Sparrow,2017
21746,"action,indie",ORBIT,"action,indie,4 player local,space,arcade,music,colorful,twin stick shooter","multi-player,shared/split screen,steam achievements,full controller support",6.99,False,348280,4Bit Games,2015
3148,"action,adventure,indie,early access",The District,"early access,indie,survival,adventure,action,open world,walking simulator,fps","single-player,steam trading cards,partial controller support",0.99,True,357770,DistrictTeam,2017
25183,"casual,indie,simulation",Farming World,"simulation,agriculture,casual,indie,management","single-player,steam trading cards",4.99,False,277500,Excalibur,2014
10189,"indie,rpg,strategy",Fantasy Grounds - Pathfinder RPG - Mummy's Mask AP 2: Empty Graves (PFRPG),"strategy,rpg,indie","multi-player,co-op,cross-platform multiplayer,downloadable content",22.99,False,704130,"SmiteWorks USA, LLC",2017
14635,"action,indie,racing",Photon Rush,"racing,action,indie,4 player local,local multiplayer,split screen,steam machine,casual,arcade,multiplayer,competitive,driving,cyberpunk,gaming,e-sports,local co-op,controller,fast-paced","multi-player,local multi-player,shared/split screen,partial controller support",14.99,False,667660,Gametroleum,2017
147,"action,indie",The Maw,"indie,platformer,cute,action,puzzle,casual,comedy,3d platformer","single-player,steam achievements",9.99,False,26000,Twisted Pixel Games,2009
1095,"casual,simulation",Rocksmith - Foo Fighters - My Hero,"casual,simulation","single-player,shared/split screen,downloadable content",2.99,False,222063,Ubisoft - San Francisco,2012
8700,"indie,strategy",Little Lords of Twilight,"strategy,indie,turn-based,turn-based strategy,pvp","online multi-player,cross-platform multiplayer,in-app purchases",5.99,False,625010,BKOM Studios,2017
15596,"action,free to play,indie,massively multiplayer,strategy",ONRAID,"free to play,action,massively multiplayer,multiplayer,2d,indie,strategy,shooter,co-op,survival,adventure,platformer,gore,singleplayer,online co-op","single-player,multi-player,online multi-player,mmo,online co-op,cross-platform multiplayer,steam trading cards,in-app purchases,partial controller support",Free To Play,False,511800,Pragmatix Ltd,2017
24380,"indie,strategy",War on Folvos Demo,"strategy,indie","single-player,game demo,steam cloud",,False,326800,Lonely Troops,2006
11419,"action,adventure,indie",White Day - Christmas Costume - Dal-Su Son,"action,adventure,indie","single-player,downloadable content,steam achievements,steam trading cards,in-app purchases,partial controller support,steam cloud",1.99,False,762340,SONNORI Corp,2017
26670,casual,Rocksmith - Heavy Metal - Gear Pack,casual,"single-player,shared/split screen,downloadable content",4.99,False,206088,Ubisoft - San Francisco,2012
16532,"action,adventure,indie,rpg","Diluvion - Special Edition Sub ""Manta""","action,adventure,rpg,indie","single-player,downloadable content,full controller support",0.99,False,578030,Arachnid Games,2017
14277,"indie,simulation,strategy",BusinessMan,"indie,simulation,strategy",single-player,11.99,False,677820,SugGames,2017
21801,"action,indie",Tango Fiesta,"action,indie,online co-op,local co-op","single-player,multi-player,co-op,shared/split screen,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",9.99,False,276730,Spilt Milk Studios Ltd,2015
20401,"action,adventure,indie",Chasing Dead,"action,adventure,indie,zombies,fps,horror,shooter,first-person,sci-fi,survival horror,action-adventure","single-player,steam achievements,steam trading cards,partial controller support,stats,steam leaderboards",9.99,False,428440,2020 Venture,2016
10885,"indie,rpg,strategy",Haque,"indie,strategy,rpg,rogue-like","single-player,steam achievements,full controller support",14.99,False,662540,SuperTry Studios,2017
18278,strategy,Cossacks 3,"strategy,rts,historical,base building,multiplayer,classic,tactical,resource management,real-time,remake,singleplayer,city builder,grand strategy,co-op,action,moddable,competitive,replay value,isometric,adventure","single-player,multi-player,online multi-player,co-op,online co-op,steam achievements,steam trading cards,steam workshop,steam cloud,includes level editor,commentary available",19.99,False,333420,GSC Game World,2016
16287,"casual,indie",Dungeon Manager ZV 2 - Expansion Pack,"indie,casual","single-player,downloadable content,steam achievements,steam trading cards,steam workshop,partial controller support",3.99,False,584060,StudioGIW,2016
26875,action,Street Fighter X Tekken: Steve (Swap Costume),action,"single-player,multi-player,downloadable content",0.99,False,210060,"Capcom U.S.A., Inc.",2012
13912,"action,adventure,indie",White Day - Fashionable School Uniform - Ji-Hyeon Seol,"action,adventure,indie","single-player,downloadable content,steam achievements,steam trading cards,in-app purchases,partial controller support,steam cloud",2.99,False,688300,SONNORI Corp,2017
22733,"action,adventure,casual,indie",Sparkle 2,"casual,match 3,adventure,action,indie,classic,arcade,2d,fantasy","single-player,steam achievements,steam trading cards,steam cloud",7.99,False,370550,10tons Ltd,2015
6599,"casual,simulation",Rocksmith® 2014 – Misfits Song Pack,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",9.99,False,492981,Ubisoft - San Francisco,2016
18435,"racing,simulation,sports",MXGP2 - The Official Motocross Videogame Compact,"simulation,racing,sports","single-player,multi-player,steam achievements,partial controller support,steam cloud",9.99,False,504810,Milestone S.r.l.,2016
5384,"simulation,strategy",Twilight Struggle,"board game,strategy,simulation,cold war","single-player,multi-player,online multi-player,local multi-player,cross-platform multiplayer,steam achievements,in-app purchases,stats,steam turn notifications",14.99,False,406290,"Playdek, Inc.",2016
25302,rpg,Planet Alcatraz,"rpg,isometric,atmospheric,singleplayer,comedy","single-player,steam trading cards,steam cloud",3.99,False,289420,1C Company,2009
24212,"casual,simulation",Rocksmith® 2014 – Tom Petty - “I Won’t Back Down”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,295049,Ubisoft - San Francisco,2014
9201,"casual,indie",Fantasy Mosaics 17: New Palette,"indie,casual",single-player,9.99,False,659890,Andy Jurko,2016
27280,"casual,indie,strategy",RUSH,"puzzle,indie,casual,strategy,singleplayer,abstract,colorful","single-player,steam achievements,steam cloud",4.99,False,38720,Two Tribes,2010
8967,"indie,strategy",Wars Across the World: Congo 1964,"strategy,indie","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards",4.99,False,553270,Strategiae,2017
6305,simulation,IL-2 Sturmovik: P-40E-1 Collector Plane,simulation,"single-player,multi-player,downloadable content,partial controller support",19.99,False,502890,"1C Game Studios,777 Studios",2016
22779,action,Phantom Breaker: Battle Grounds - Original Soundtrack,action,"single-player,multi-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud",4.99,False,348940,MAGES. Inc.,2015
5027,"adventure,casual",The Emerald Maiden: Symphony of Dreams,"adventure,hidden object,casual,point & click,female protagonist,puzzle,singleplayer,family friendly,atmospheric,2d,great soundtrack,story rich,indie,fantasy,mystery,horror","single-player,steam achievements,steam trading cards,steam cloud",9.99,False,429610,GOGII Games,2016
13679,"casual,indie,strategy",Eight-Minute Empire: Isthmus of Gom Map,"strategy,indie,casual","single-player,multi-player,online multi-player,local multi-player,shared/split screen,cross-platform multiplayer,downloadable content",2.99,False,702415,"Acram Digital,Mobo Studio",2017
25463,"adventure,casual,indie,rpg",Super Motherload Soundtrack,"rpg,indie,casual,adventure","single-player,multi-player,shared/split screen,downloadable content,steam achievements,full controller support",4.99,False,281780,XGen Studios,2013
15458,"action,indie,strategy",Jimmy and the LUX5000 - Awesomenauts Character,"strategy,action,indie","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,valve anti-cheat enabled,steam leaderboards",5.99,False,561546,Ronimo Games,2017
22727,"action,adventure,indie,rpg",Forge Quest,"rpg,adventure,action,indie,voxel,co-op,dungeon crawler,action rpg,multiplayer","single-player,multi-player,co-op,cross-platform multiplayer,full controller support",9.99,False,249950,,2015
24704,"action,adventure,indie",Rex Rocket,"action,indie,adventure,platformer,metroidvania,retro,pixel graphics,2d,difficult,great soundtrack","single-player,steam achievements,full controller support,steam trading cards",4.99,False,288020,"Castle Pixel, LLC.",2014
20429,adventure,XBlaze Code: Embryo,"anime,adventure,visual novel,story rich,singleplayer,cute","single-player,steam achievements,full controller support,steam cloud",19.99,False,421610,Arc System Works,2016
25000,"action,indie",Crimzon Clover WORLD IGNITION - Soundtrack,"action,indie","single-player,downloadable content,full controller support,steam trading cards,steam cloud",4.99,False,301880,"YOTSUBANE,AdventurePlanningService",2014
20291,"action,adventure,indie,simulation",Dinosaur Hunt - Brontosaurus Expansion Pack,"action,adventure,indie,simulation","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam leaderboards",0.99,False,434942,ANPA.US,2016
18776,simulation,Train Simulator: ÖBB 4023 ‘Talent' EMU Add-On,simulation,"single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",24.99,False,376951,RSSLO,2016
27042,simulation,Cities in Motion: US Cities,simulation,"single-player,downloadable content",4.99,False,73187,Colossal Order Ltd.,2012
10752,"action,adventure,indie",Zombie Waiting,"indie,action,adventure,zombies",single-player,4.99,False,680550,MNB,2017
13245,"action,indie",Project Nimbus,"mechs,action,indie,robots,anime,fast-paced,sci-fi","single-player,partial controller support",19.99,False,257030,GameCrafterTeam,2017
23291,"adventure,rpg,strategy",Agarest 2 - Bundle #4,"strategy,adventure,rpg","single-player,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud",8.99,False,343422,Idea Factory,2015
8127,"action,indie,strategy",City Siege: Faction Island,"action,indie,strategy,platformer,shoot em up,shooter,destruction,tanks,physics,war","single-player,steam achievements,steam cloud,stats,steam leaderboards",2.99,False,578590,Ish Games,2017
22644,"casual,indie",Little Cells,"indie,casual","single-player,steam achievements,steam trading cards,steam cloud,stats,steam leaderboards",3.99,False,352210,Fully Bugged,2015
25372,"action,indie",Scourge: Outbreak,"action,indie,third-person shooter,co-op,sci-fi,shooter,multiplayer,third person,female protagonist","single-player,multi-player,co-op,cross-platform multiplayer,steam achievements,full controller support,steam trading cards,steam cloud,steam leaderboards",7.99,False,227560,Tragnarion Studios,2014
19069,"indie,simulation",The Spatials: Galactology - Soundtrack,"indie,simulation","single-player,downloadable content,steam workshop,steam cloud",4.99,False,494410,Weird and Wry,2016
21050,"casual,indie,massively multiplayer,simulation,sports,strategy",Pool Nation FX - Unlock Online,"strategy,massively multiplayer,indie,casual,simulation,sports","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam workshop,stats,steam leaderboards,includes level editor,includes source sdk",3.99,False,421770,Cherry Pop Games,2015
24465,"action,adventure,indie",Kraven Manor,"adventure,horror,indie,action,puzzle,first-person,short","single-player,steam achievements,captions available,steam cloud",5.99,False,296630,Demon Wagon Studios,2014
7961,"action,adventure,rpg",Tom Clancy's The Division™ - Last Stand,"adventure,rpg,action","single-player,multi-player,co-op,downloadable content,steam trading cards",14.99,False,596190,Massive Entertainment,2017
19761,"animation &amp,modeling,design &amp,illustration,education,photo editing,software training,utilities,video production",PD Howler 10,"design & illustration,video production,photo editing,animation & modeling,education,software training,utilities",,39.99,False,415140,"Daniel Ritchie - Squirreldome.com,Philip Staiger - TheBest3D.com",2016
930,action,Gotham City Impostors Free to Play: Weapon Pack - Professional,action,"multi-player,downloadable content,steam achievements,steam cloud,valve anti-cheat enabled,stats,steam leaderboards",5.99,False,216431,"Monolith Productions, Inc.",2012
7159,"casual,simulation",Rocksmith® 2014 Edition – Remastered – Stevie Ray Vaughan &amp; Double Trouble - “Cold Shot”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,509661,Ubisoft - San Francisco,2016
4552,"action,adventure,simulation,early access",Hurtworld,"early access,survival,open world,multiplayer,crafting,building,pvp,adventure,sandbox,action,first-person,fps,co-op,third person,shooter,simulation,indie,singleplayer,cartoony,pve","multi-player,co-op,cross-platform multiplayer",24.99,True,393420,Bankroll Studios,2015
25428,simulation,Train Simulator: EWS Class 92 Loco Add-On,"simulation,trains,open world,sandbox,physics,atmospheric,realistic,family friendly,trackir","single-player,downloadable content,steam achievements,full controller support,steam trading cards,steam workshop,steam cloud,steam leaderboards",19.99,False,222607,Dovetail Games,2014
17500,"adventure,massively multiplayer,rpg,strategy",Dofus,"rpg,massively multiplayer,strategy,adventure","multi-player,online multi-player,mmo,co-op,online co-op,in-app purchases",Free,False,254300,Ankama Studio,2016
17795,"action,strategy",Total War: WARHAMMER - Grombrindal The White Dwarf,"strategy,action","single-player,multi-player,downloadable content,steam achievements,steam trading cards,steam workshop",Free,False,506190,"Creative Assembly,Feral Interactive (Linux),Feral Interactive (Mac)",2016
5007,"adventure,casual,indie",Magic Flute,"adventure,indie,casual,puzzle","single-player,steam achievements",4.99,False,437710,LabLike Sp. z o.o.,2016
754,"action,indie,strategy",Vessel,"puzzle,indie,platformer,steampunk,action,physics,strategy,singleplayer,puzzle-platformer,adventure,2d,sci-fi,great soundtrack","single-player,steam achievements,full controller support",19.99,False,108500,Strange Loop Games,2012
5529,"action,indie,strategy",Awesomenauts - Skree Announcer,"strategy,action,indie","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud,valve anti-cheat enabled,steam leaderboards",4.49,False,399836,Ronimo Games,2016
15753,"simulation,strategy",Stellaris: Nova Edition Upgrade Pack,"strategy,simulation","single-player,multi-player,cross-platform multiplayer,downloadable content,steam achievements,steam workshop,steam cloud",10.0,False,616190,Paradox Development Studio,2017
19462,"indie,rpg,strategy",Fantasy Grounds - 3.5E/PFRPG: SH1: The Ties That Bind,"strategy,rpg,indie","multi-player,co-op,cross-platform multiplayer,downloadable content",9.99,False,484820,"SmiteWorks USA, LLC",2016
795,"strategy,rpg,indie",Dungeon Defenders: Penny Arcade Character Pack,"strategy,rpg,indie","single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,partial controller support,steam cloud,valve anti-cheat enabled,steam leaderboards",1.99,False,202524,Trendy Entertainment,2012
7906,"adventure,indie,rpg",Open Sorcery,"adventure,indie,rpg,text-based","single-player,steam trading cards",3.99,False,585180,Abigail Corfman,2017
9683,"free to play,indie,rpg,strategy",Labyrinth - Starter Pack,"strategy,rpg,indie,free to play","multi-player,online multi-player,downloadable content,steam trading cards,in-app purchases,steam turn notifications",19.99,False,641450,Free Range Games,2017
23658,"adventure,casual,indie,rpg,strategy",Dreamscape,"rpg,rpgmaker,indie,adventure,casual,strategy,female protagonist,exploration,funny,replay value,jrpg,anime","single-player,steam trading cards,partial controller support,steam cloud",9.99,False,271990,Aldorlea Games,2015
21985,"action,adventure,indie",Iggy's Egg Adventure,"indie,action,adventure,platformer,dinosaurs,cute,blood,family friendly,singleplayer","single-player,steam achievements,full controller support,steam trading cards,steam cloud",4.99,False,366040,Ginger Labs LLC,2015
18956,"indie,rpg",Drayt Empire,"indie,rpg,rpgmaker","single-player,steam achievements,steam trading cards,partial controller support",0.99,False,502140,RPG Video,2016
12062,rpg,BLUE REFLECTION - Special Event,rpg,"single-player,downloadable content,steam achievements,partial controller support",0.99,False,688273,"KOEI TECMO GAMES CO., LTD.",2017
19698,"free to play,indie,strategy",Paradox Paradigm,"strategy,indie,puzzle,time travel,puzzle-platformer,platformer,game development",single-player,4.99,False,469900,Josh,2016
11060,indie,LongStory,"indie,visual novel",single-player,14.99,False,704010,Bloom Digital Media,2017
6561,"indie,strategy","Gremlins, Inc. – Digital Artbook","strategy,indie","single-player,multi-player,cross-platform multiplayer,downloadable content,steam achievements,steam trading cards",4.99,False,459850,"Yaroslav Pavlyshynets,Alexey Bokulev,Sergei Klimov,Charlie Oscar Lima Tango Interactive Entertainment",2016
18797,"action,casual,indie",Pinga Ponga,"action,indie,casual","single-player,local multi-player,local co-op,steam achievements,full controller support,steam trading cards",0.99,False,509960,Mustache Games,2016
26680,strategy,"Duels 2013 ""Sepulchral Strength"" Foil Conversion",strategy,"single-player,multi-player,co-op,shared/split screen,downloadable content,steam achievements,partial controller support,steam cloud,stats,steam leaderboards",0.99,False,97383,Stainless Games,2012
22534,"adventure,indie",A-Men 2,"indie,adventure","single-player,steam achievements,partial controller support,steam cloud",8.99,False,294190,Bloober Team SA,2015
24714,"indie,rpg",The Sacred Tears TRUE Demo,"rpg,indie,jrpg,anime","single-player,game demo,partial controller support",,False,316850,AlphaNuts,2014
26761,"action,indie,strategy",Shad'O Soundtrack,"strategy,action,indie","single-player,downloadable content",0.99,False,215772,Okugi Studio,2012
10737,"adventure,casual,indie",Tricolour Lovestory OST,"casual,indie,adventure,nudity","single-player,downloadable content,steam achievements,steam trading cards,steam cloud",1.99,False,734400,HL-Galgame,2017
22816,"indie,rpg,strategy",Sproggiwood Original Soundtrack,"strategy,rpg,indie","single-player,downloadable content,steam achievements,full controller support,steam trading cards",4.99,False,357250,Freehold Games,2015
20674,"casual,indie,simulation",Plantera,"casual,clicker,indie,cute,pixel graphics,simulation,singleplayer,agriculture,family friendly,building,colorful,2d,funny,adventure,great soundtrack,rpg","single-player,steam achievements,steam trading cards,steam cloud",2.99,False,421040,VaragtP,2016
17003,"adventure,casual",Christmas Stories: Nutcracker Collector's Edition,"adventure,casual,hidden object",single-player,9.99,False,565600,Elephant Games,2016
4200,"action,indie",Super Sky Arena Original Soundtrack,"action,indie","single-player,downloadable content",7.99,False,408210,Hammer Labs,2015
27183,action,Quake IV,"fps,action,shooter,sci-fi,horror,singleplayer,classic,multiplayer,fast-paced,first-person,gore,atmospheric,dark,arena shooter,adventure","single-player,multi-player,steam cloud",14.99,False,2210,RavenSoft / id Software,2005
16586,"action,rpg",Tales of Berseria™ - Summer Holiday Costume Pack,"action,rpg","single-player,shared/split screen,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",11.99,False,528050,BANDAI NAMCO Studios Inc.,2017
27316,strategy,Civilization V - Cradle of Civilization Map Pack: Mesopotamia,strategy,"single-player,downloadable content,steam achievements,steam cloud",2.99,False,16863,"Firaxis Games,Aspyr (Mac, Linux)",2010
27664,"casual,strategy",Crazy Machines 2: Back to the Shop Add-On,"casual,strategy","single-player,downloadable content",4.99,False,18440,Fakt Software,2008
8112,"adventure,casual,indie,racing,simulation",Tricky Trail RC,"racing,simulation,adventure,indie,casual","single-player,partial controller support",4.99,False,550870,Mika Spin Games,2016
27446,"action,rpg",Borderlands: Mad Moxxi's Underdome Riot,"rpg,action","single-player,multi-player,co-op,downloadable content,steam achievements,steam cloud",9.99,False,40940,Gearbox Software,2010
8429,"action,casual,indie,racing,sports",Epic Mayhem,"racing,sports,action,indie,casual,4 player local,controller,2d","single-player,multi-player,local multi-player,co-op,local co-op,shared/split screen,full controller support,steam trading cards",1.99,False,612430,Lance Kettledas,2017
15492,"action,casual,free to play,indie,sports",FreeStyleFootball - Card Pack (WB),"action,free to play,indie,casual,sports","single-player,multi-player,online multi-player,mmo,co-op,online co-op,downloadable content,partial controller support",9.99,False,625881,Joycity,2017
9286,action,Fate/EXTELLA - Slash and Connect,action,"single-player,downloadable content,partial controller support",1.99,False,626540,Marvelous Inc.,2017
13120,"action,casual,indie,simulation,strategy",Mission: Wolf,"strategy,action,indie,casual,simulation","single-player,steam trading cards",0.99,False,718360,Dexion Games,2017
19380,"racing,simulation,sports",DUCATI - 90th Anniversary,"simulation,racing,sports","single-player,multi-player,steam achievements,steam trading cards,partial controller support,steam cloud",9.99,False,456780,Milestone S.r.l.,2016
9256,rpg,Archangel,"rpg,rpgmaker,jrpg,action rpg",single-player,1.99,False,661520,Frogames,2017
20272,simulation,FSX: Steam Edition - Twentynine Palms Airport Add-On,simulation,"single-player,multi-player,downloadable content,partial controller support",12.99,False,379572,29Palms Scenery Design,2016
6571,"action,free to play",Paladins® - Founder's Pack,"action,free to play,multiplayer,moba,fps,shooter,violent,first-person,team-based","multi-player,online multi-player,downloadable content,steam achievements,steam trading cards,in-app purchases,partial controller support",19.99,False,444120,Hi-Rez Studios,2016
11108,"adventure,casual,indie,rpg",Towards The Pantheon: Escaping Eternity - Original Soundtrack,"adventure,rpg,indie,casual","single-player,downloadable content",4.99,False,767990,Connor O.R.T. Linning,2017
25985,strategy,CoH 2 - German Commander: Mechanized Assault Doctrine,strategy,"single-player,multi-player,downloadable content",3.99,False,249085,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013
24882,"action,adventure,indie",The House,"horror,indie,action,adventure,walking simulator,first-person,dark",single-player,4.99,False,302910,Konsordo,2014
20070,"action,adventure,indie,rpg",A Legend of Luca - Official Game Soundtrack,"action,adventure,rpg,indie","single-player,downloadable content,steam cloud",9.99,False,457100,Legend Studio,2016
14570,"adventure,free to play,massively multiplayer,rpg",Riders of Icarus - Legendary Trickster's Guile Package,"adventure,rpg,massively multiplayer,free to play","single-player,multi-player,online multi-player,mmo,downloadable content,steam trading cards,in-app purchases",44.99,False,668040,WeMade,2017
22678,"indie,rpg,strategy",Enemy Demo,"strategy,rpg,indie","single-player,game demo",,False,376190,Tom Johnson,2015
21635,"adventure,casual,free to play,indie",The Secret of Tremendous Corporation,"free to play,adventure,indie,casual,point & click","single-player,captions available",Free to Play,False,380140,"Sebastian Krzyszkowiak,Konrad Burandt,Paweł Radej",2015
23941,"casual,simulation",Rocksmith® 2014 – Jimi Hendrix - “Voodoo Child (Slight Return)”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,295083,Ubisoft - San Francisco,2014
12675,racing,NASCAR Heat 2 - Free GameStop Pack,racing,"single-player,multi-player,online multi-player,local multi-player,shared/split screen,downloadable content,steam achievements,full controller support",Free,False,728463,Monster Games,2017
2223,"action,adventure,free to play,indie",The Forgotten Ones,"horror,free to play,adventure,multiplayer,survival,action,fps,shooter,singleplayer,survival horror,indie,first-person,co-op,zombies,world war ii,walking simulator,mod,open world,psychological horror,gore","single-player,steam achievements,captions available,partial controller support,includes level editor,includes source sdk",,False,314280,Bernt Andreas Eide,2014
15516,action,Sniper Ghost Warrior 3,"sniper,action,open world,fps,stealth,multiplayer,shooter,first-person,singleplayer,military,violent,adventure,co-op,war,heist,online co-op,gore,tactical,strategy,nudity","single-player,partial controller support",49.99,False,368070,CI Games,2017
11236,"free to play,massively multiplayer,rpg",TOS - New Rank Booster for EU Servers,"free to play,rpg,massively multiplayer","online multi-player,mmo,downloadable content,steam trading cards,in-app purchases,partial controller support,valve anti-cheat enabled",49.99,False,768701,"IMCGAMES Co.,Ltd.",2017
19289,"casual,simulation",Rocksmith® 2014 – Kenny Rogers - “The Gambler”,"casual,simulation","single-player,shared/split screen,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud,steam leaderboards",2.99,False,436643,Ubisoft - San Francisco,2016
17934,"adventure,indie",Manual Samuel Official Soundtrack,"adventure,indie","single-player,local co-op,downloadable content,steam achievements,full controller support,steam trading cards,steam cloud",3.99,False,536760,Perfectly Paranormal,2016
12664,"adventure,indie",Bonbon,"indie,adventure,horror","single-player,steam achievements,full controller support,captions available",2.99,False,734120,Aetheric Games,2017
716,"rpg,strategy",King Arthur II: The Role-Playing Wargame,"strategy,rpg,rts,fantasy,singleplayer","single-player,steam achievements",9.99,False,24480,NeocoreGames,2012
15823,"action,casual,indie,racing,simulation,sports",VRC PRO Deluxe Carpet tracks,"action,indie,casual,simulation,racing,sports","single-player,multi-player,downloadable content,steam achievements,partial controller support,stats,steam leaderboards",9.99,False,574676,Virtual Racing Industries Ltd.,2017
25371,"audio production,utilities",Voice Splicer Plugin,"utilities,audio production","single-player,downloadable content,steam cloud",9.99,False,281103,Screaming Bee,2014
27575,action,Delta Force: Xtreme,"action,fps","single-player,multi-player",19.99,False,32660,NovaLogic,2005
310,casual,Hotel Dash™ Suite Success™,casual,single-player,6.99,False,49000,PlayFirst,2009
7116,"casual,indie,strategy",Ninja Stealth - Supporter Edition,"casual,indie,strategy,stealth,ninja,top-down","single-player,downloadable content,steam achievements,steam trading cards,partial controller support,steam cloud",0.99,False,552950,SC Jogos,2016
22526,strategy,NOBUNAGA’S AMBITION: Kakushin with Power Up Kit / 信長の野望・革新 with パワーアップキット,strategy,"single-player,steam cloud",54.99,False,363090,"KOEI TECMO GAMES CO., LTD.",2015
4167,"adventure,casual,indie,simulation",OASE - Other Age Second Encounter,"adventure,indie,casual,simulation,visual novel,anime","single-player,steam trading cards",19.99,False,400410,Zeiva Inc,2010
7833,"casual,free to play,indie,simulation",Canvas The Gallery,"free to play,casual,simulation,indie,singleplayer,relaxing,vr","single-player,steam cloud",Free,False,590280,Skylar Stickley,2017
20641,action,Kung Fu Panda: Rhino Armor Li and Jombie Master Bear,action,"single-player,multi-player,downloadable content,full controller support",0.99,False,413813,Vicious Cycle Software,2016
10334,"indie,rpg,strategy",Fantasy Grounds - Village Backdrop: Hard Bay (5E),"strategy,rpg,indie,story rich,fantasy,software,utilities,sandbox","multi-player,co-op,cross-platform multiplayer,downloadable content",2.99,False,706700,"SmiteWorks USA, LLC",2017
25714,"adventure,indie",Violett Remastered,"adventure,indie,point & click,female protagonist,puzzle,singleplayer,fantasy","single-player,steam achievements,full controller support,steam trading cards,steam cloud",9.99,False,257830,Forever Entertainment S. A.,2013
1288,strategy,Company of Heroes 2,"strategy,world war ii,rts,multiplayer,tactical,historical,singleplayer,military,war,co-op,online co-op,action,tanks,real-time,real-time with pause,atmospheric,base building,great soundtrack,simulation,adventure","single-player,multi-player,co-op,steam achievements,steam trading cards,steam workshop,steam cloud,stats",19.99,False,231430,"Relic Entertainment,Feral Interactive (Mac),Feral Interactive (Linux)",2013
9301,action,Fate/EXTELLA - Sweet Room Dream,action,"single-player,downloadable content,partial controller support",1.99,False,623197,Marvelous Inc.,2017
18907,"casual,indie",Savana,"indie,casual,point & click",single-player,14.99,False,494970,Modern Dream Ltd,2016
5640,"adventure,indie",Grimsfield,"adventure,indie,point & click",single-player,3.99,False,447000,Adam Wells,2016
4293,action,Necromonads,"action,arcade,retro","single-player,steam achievements,full controller support,steam leaderboards",3.99,False,391630,Gamesare,2015
3080,"action,indie",Dungeon Highway,"indie,action,fantasy,third person,pixel graphics,gore,blood,procedural generation","single-player,steam trading cards,partial controller support,steam leaderboards",3.99,False,353340,Substantial,2015
20378,"action,adventure,indie",Story of a Cube Soundtrack,"action,adventure,indie","single-player,downloadable content",4.99,False,446080,Bocuma,2016
11130,"casual,indie",Tetropunk,"casual,indie","single-player,steam achievements,steam trading cards,steam leaderboards",2.99,False,540190,"Сrazy Creator,Rosyaev",2017
1805,"action,indie",Danmaku Unlimited 2,"bullet hell,shoot em up,indie,action,arcade,shooter,great soundtrack","single-player,steam achievements,partial controller support,steam leaderboards",4.99,False,280560,Doragon Entertainment,2014
23972,"action,free to play",Brick-Force,"free to play,multiplayer,fps,building,action,shooter,pvp,sandbox,zombies,competitive,co-op,first-person,funny,open world,survival,casual,massively multiplayer,adventure,singleplayer,indie","multi-player,steam trading cards,includes level editor",Free to Play,False,335330,Exe Games Inc.,2012
